Product Name,Category,Description,Image URL,Image Alt Text,SEO Title,Variant Option,Price,Stock Qty,Weight (g),Animal Type,Color,Material,Features
Black Everyday Strong Polymer Dog Collar – Petopia,Animals & Pet Supplies > Pet Supplies > Pet Collars & Harnesses > Standard Collars,"Timeless and tough, Petopia’s Black Everyday Strong Polymer Dog Collar is designed for maximum endurance. Made from high-density polymer fabric, it resists fraying, stretching, and moisture. The smooth inner lining ensures all-day comfort while preventing skin irritation. Lightweight yet extremely durable, this collar is perfect for daily walks, training, or outdoor play. The water-repellent finish and rust-proof metal buckle make it ideal for any weather. Built to last through every adventure.",https://drive.google.com/file/d/1KvJqPkIpJmhB_SoEmquZGr-vcVHPvEmM/view?usp=drivesdk,,Black Polymer Dog Collar | Everyday Strong & Durable – Petopia,Collar Width - 32MM (L),120,1,0,dogs,black,plastic; nylon; polypropylene-pp; metal,weather-resistant; washable
Red & Yellow Stripe Cotton Dog Collar,Animals & Pet Supplies > Pet Supplies > Pet Collars & Harnesses > Standard Collars,"Bright, bold, and bursting with personality - Petopia’s Red & Yellow Cotton Collar combines vibrant design with superior comfort. The soft cotton material is breathable, lightweight, and gentle against the fur, making it ideal for sensitive skin. Reinforced stitching and strong metal hardware ensure long-term durability and secure fits for energetic pups. A perfect fusion of fashion and function.",https://drive.google.com/file/d/1zUzkrNdKlcs3oLR98OPNYezsUlf4mtko/view?usp=drivesdk,,Red & Yellow Cotton Dog Collar | Petopia,Collor Width - 0.75 Inch,95,1,0,dogs,striped,cotton,comfort-padding; quick-release
Red Nylon Dog Collar – Petopia,Animals & Pet Supplies > Pet Supplies > Pet Collars & Harnesses > Standard Collars,"Make a bold style statement with Petopia’s Red Nylon Dog Collar. Crafted from tough yet flexible nylon, it provides long-lasting durability with a soft, smooth finish that prevents irritation. The striking red color enhances your dog’s personality while ensuring visibility outdoors. Equipped with a strong buckle and rust-proof hardware, this collar delivers both safety and style in one perfect package.",,,Red Nylon Dog Collar | Bold & Strong – Petopia,Collar Width - 0.5 Inch,100,1,0,dogs,red,nylon,comfort-padding; weather-resistant; adjustable; washable; reflective; quick-release
Yellow Nylon Dog Collar – Petopia,Animals & Pet Supplies > Pet Supplies > Pet Collars & Harnesses > Standard Collars,"Bring sunshine to every walk with Petopia’s Yellow Nylon Dog Collar. The bright color enhances visibility while the premium nylon offers superior comfort and durability. Lightweight, breathable, and resistant to fraying, it’s ideal for dogs of all sizes. The adjustable design ensures a secure fit, and the quick-dry feature keeps your pup fresh after outdoor play or rain.",https://drive.google.com/file/d/1hTrzFfUMTR8xs9GYZGi4hCZLdC6Stc5c/view?usp=drivesdk,,Yellow Nylon Dog Collar | Bright & Durable – Petopia,Collar Width - 0.5 Inch,100,0,0,dogs,yellow,nylon,comfort-padding; weather-resistant; adjustable; washable; reflective; quick-release
"Blue, Red & Peach Stripe Cotton Dog Collar",Animals & Pet Supplies > Pet Supplies > Pet Collars & Harnesses > Standard Collars,"Add a splash of color with Petopia’s Blue, Red & Peach Cotton Collar. The soft, natural cotton fibers make it breathable and gentle, while its strong woven design resists fraying and wear. The lively color palette adds a playful vibe to your pet’s look, and the smooth texture ensures comfort during long walks. Perfect for stylish pets with a fun-loving personality.",https://drive.google.com/file/d/1AYrBymIJEgBS9PoNsYJrn2r_QAfqGAGb/view?usp=drivesdk,,Blue & Red Cotton Dog Collar | Petopia Style,Collor Width - 0.75 Inch,95,1,0,dogs,striped,cotton,comfort-padding; quick-release
Pink Nylon Dog Collar – Petopia,Animals & Pet Supplies > Pet Supplies > Pet Collars & Harnesses > Standard Collars,"Sweet, strong, and stylish — Petopia’s Pink Nylon Dog Collar adds a touch of charm to your dog’s daily walks. Made with premium-grade nylon, it’s soft on the skin yet highly durable. The adjustable buckle provides a custom fit, and the vibrant color remains bright wash after wash. Gentle on fur, waterproof, and resistant to wear, this collar combines elegance with functionality.",https://drive.google.com/file/d/1fnjbBtD8OQWP1B2w-aSxgyUmObWQHap5/view?usp=drivesdk,,Pink Nylon Dog Collar | Cute & Comfortable – Petopia,Collar Width - 0.5 Inch,100,0,0,dogs,pink,nylon,comfort-padding; weather-resistant; adjustable; washable; reflective
Orange Nylon Dog Collar – Petopia,Animals & Pet Supplies > Pet Supplies > Pet Collars & Harnesses > Standard Collars,"Vibrant, bold, and made for adventure — Petopia’s Orange Nylon Dog Collar is both functional and stylish. The sturdy nylon construction provides durability while maintaining flexibility for comfort. Its bright hue enhances visibility during walks, and the collar’s rust-free buckle ensures long-term use. Breathable and washable, this collar is ideal for active dogs who love to explore.",https://drive.google.com/file/d/1HdSrPEykHsWmomJTbheW41CJNHWZGX26/view?usp=drivesdk,,Orange Nylon Dog Collar | Vibrant & Durable – Petopia,Collar Width - 0.5 Inch,100,0,0,dogs,orange,nylon,comfort-padding; weather-resistant; adjustable; washable; reflective
Chocolate & White Stripe Cotton Dog Collar,Animals & Pet Supplies > Pet Supplies > Pet Collars & Harnesses > Standard Collars,"Understated luxury defines Petopia’s Chocolate & White Cotton Collar. The ultra-soft cotton provides irritation-free comfort for sensitive skin, while the dense weave offers impressive strength and flexibility. Finished with matte black hardware, it’s perfect for pets who love simple sophistication. Lightweight, washable, and designed for durability, it’s the go-to choice for effortless everyday wear.",https://drive.google.com/file/d/1bKLdRb8ZD2Vgkt4wdO8C8p64BBEWJmLI/view?usp=drivesdk,,Chocolate Brown Cotton Dog Collar | Petopia,Collor Width - 0.75 Inch,95,1,0,dogs,striped,cotton,comfort-padding; quick-release
Neon Green Nylon Dog Collar – Petopia,Animals & Pet Supplies > Pet Supplies > Pet Collars & Harnesses > Standard Collars,"Keep your dog safe and visible with Petopia’s Neon Green Nylon Dog Collar. Designed with reflective, high-visibility nylon, it’s perfect for night walks or outdoor play. The material is soft, lightweight, and quick-drying, ensuring comfort even in hot or humid conditions. Reinforced stitching adds strength, and the adjustable strap guarantees a secure fit. Stylish, safe, and practical for all breeds.",https://drive.google.com/file/d/1QFItqr4LeTqIx9mMWhdOZG3h4ks4Ef4u/view?usp=drivesdk,,Neon Green Nylon Dog Collar | Reflective & Safe – Petopia,Collar Width - 0.5 Inch,100,0,0,dogs,blue; green,nylon,comfort-padding; weather-resistant; adjustable; washable; reflective
Forest Green & White Stripe Cotton Dog Collar,Animals & Pet Supplies > Pet Supplies > Pet Collars & Harnesses > Standard Collars,"Sophisticated and soothing, Petopia’s Forest Green & White Cotton Collar is crafted from premium soft cotton webbing that’s both durable and gentle on your pet’s skin. The breathable texture keeps your pet cool in warm weather and cozy in winter. Strong metal hardware offers reliable safety, while the deep green hue adds a timeless, classic look. Ideal for dogs who love elegance as much as comfort.",https://drive.google.com/file/d/1Djwwoave4IuMuYIxwpoO8a-pU0XxbRgt/view?usp=drivesdk,,Forest Green Cotton Dog Collar | Petopia,Collor Width - 0.75 Inch,95,1,0,dogs,striped,cotton,comfort-padding; quick-release
Red & White Stripe Cotton Dog Collar,Animals & Pet Supplies > Pet Supplies > Pet Collars & Harnesses > Standard Collars,"Make every walk bright with Petopia’s Red & White Stripe Cotton Collar. The soft, breathable cotton ensures a gentle fit for your dog’s neck, preventing irritation even with long wear. The vibrant red tones add cheerful energy, while the durable metal buckle and D-ring promise safety and strength. This collar is lightweight yet sturdy — perfect for daily walks, training, and casual outings.",https://drive.google.com/file/d/1iFBE9jvR7t47FCW5iOMJV4y_VUSn823K/view?usp=drivesdk,,Red & White Cotton Dog Collar | Petopia,Collor Width - 0.75 Inch,95,0,0,dogs,striped,cotton,comfort-padding; quick-release
Maroon Nylon Dog Collar – Petopia,Animals & Pet Supplies > Pet Supplies > Pet Collars & Harnesses > Standard Collars,"Add sophistication to your dog’s wardrobe with Petopia’s Maroon Nylon Dog Collar. Crafted with fade-resistant, premium nylon, it offers durability and comfort in one elegant design. The maroon shade stands out beautifully on all coats, and the smooth finish prevents chafing. Perfect for everyday use, it’s strong enough for active dogs while being lightweight enough for daily comfort. Machine-washable and weather-friendly, it’s built to last.",https://drive.google.com/file/d/1FNCehVj2HL9lNbqSYhPGqfNIFOAnMQ6W/view?usp=drivesdk,,Maroon Nylon Dog Collar | Premium & Soft – Petopia,Collar Width - 0.5 Inch,100,2,0,dogs,red,nylon,comfort-padding; weather-resistant; adjustable; washable
Dark Grey Nylon Dog Collar – Petopia,Animals & Pet Supplies > Pet Supplies > Pet Collars & Harnesses > Standard Collars,"Modern, sleek, and minimal — Petopia’s Dark Grey Nylon Dog Collar brings sophistication to daily wear. Built with dense nylon fibers, it’s resistant to fraying and moisture, ensuring long-lasting performance. The neutral tone pairs well with any coat color, while the soft inner lining ensures comfort. Easy to adjust and secure with sturdy hardware, this collar is perfect for stylish pet parents who value function and aesthetics alike.",https://drive.google.com/file/d/1z4i5YoUCoCSB0tuvMGv00NDlOIc3ea6_/view?usp=drivesdk,,Dark Grey Nylon Dog Collar | Sleek & Durable – Petopia,Collar Width - 0.5 Inch,100,0,0,dogs,blue,nylon,comfort-padding; weather-resistant; adjustable; washable
"Black, Red & Beige Stripe Cotton Dog Collar",Animals & Pet Supplies > Pet Supplies > Pet Collars & Harnesses > Standard Collars,"Bold, modern, and built for comfort – Petopia’s Black, Red & Beige Stripe Cotton Collar makes a statement every time your pet steps out. The soft, high-quality cotton fabric provides excellent breathability, while its sturdy weave ensures dependable performance for daily use. The vibrant tri-color design adds a touch of urban flair without compromising comfort. Lightweight, washable, and pet-safe — this collar is where style meets everyday practicality.",https://drive.google.com/file/d/11dHTD7m_gB6xm_lhTSF37fb7hdKDK9RI/view?usp=drivesdk,,Black & Red Cotton Dog Collar | Petopia Style,Collor Width - 0.75 Inch,95,1,0,dogs,striped,cotton,comfort-padding; quick-release
Dark Brown & Green Stripe Cotton Dog Collar,Animals & Pet Supplies > Pet Supplies > Pet Collars & Harnesses > Standard Collars,"Inspired by nature, Petopia’s Dark Brown & Green Stripe Cotton Collar is designed for pets who love the outdoors. The breathable cotton material keeps your dog comfortable in every season, while the sturdy build ensures lasting use. Its soft texture prevents chafing and irritation, and the elegant earthy tones pair perfectly with any leash. Whether it’s a park stroll or a weekend trip, this collar combines comfort, durability, and timeless charm.",https://drive.google.com/file/d/1PVZD7zi5oXNHzyd1wUK_ojQv7OasCNDS/view?usp=drivesdk,,Dark Brown & Green Dog Collar | Petopia Premium,Collor Width - 0.75 Inch,95,0,0,dogs,striped,cotton,comfort-padding; quick-release
Beige & Olive Stripe Cotton Dog Collar,Animals & Pet Supplies > Pet Supplies > Pet Collars & Harnesses > Standard Collars,"Bring a touch of earthy sophistication to your dog’s wardrobe with Petopia’s Beige & Olive Stripe Cotton Collar. Crafted from 100% soft cotton webbing, it’s gentle on your pet’s skin, reducing irritation and providing breathable comfort all day long. The durable weave offers reliable strength without the bulk, making it ideal for both indoor lounging and outdoor adventures. With premium black hardware and a timeless striped pattern, it’s the perfect mix of style, safety, and comfort.",https://drive.google.com/file/d/13Aflb8NXj2e1kuf_UllnQVutcUhloCj8/view?usp=drivesdk,,Beige & Olive Cotton Dog Collar | Petopia Comfort,Collor Width - 0.75 Inch,95,1,0,dogs,striped,cotton,comfort-padding; quick-release
Golden Nylon Dog Collar – Petopia,Animals & Pet Supplies > Pet Supplies > Pet Collars & Harnesses > Standard Collars,"Give your dog a royal touch with Petopia’s Golden Nylon Dog Collar. Made from premium-grade nylon, this collar offers exceptional strength and comfort while being gentle on your pet’s neck. The lightweight, non-irritating fabric ensures your dog stays comfortable all day, whether during long walks or playtime. The golden tone adds a luxurious feel, while the adjustable buckle provides a secure fit for any breed. It’s water-resistant, easy to clean, and built to last through all your adventures.",,,Golden Nylon Dog Collar | Premium & Durable – Petopia,Collar Width - 0.5 Inch,100,1,0,dogs,blue,nylon,comfort-padding; weather-resistant; adjustable; washable
Brown Nylon Dog Collar – Petopia,Animals & Pet Supplies > Pet Supplies > Pet Collars & Harnesses > Standard Collars,"Rugged charm meets premium quality with Petopia’s Brown Nylon Dog Collar. Made from ultra-durable nylon, it offers long-lasting use and a comfortable fit. The earthy brown color hides dirt easily, making it great for outdoor dogs. Featuring rust-free metal hardware and adjustable sizing, it’s perfect for everyday walks, training sessions, or hikes. The collar is washable, quick-drying, and designed to endure all weather conditions.",https://drive.google.com/file/d/1sYDHR-VaFHUj29HImIkWLqIPCeQ3V0Dm/view?usp=drivesdk,,Brown Nylon Dog Collar | Tough & Comfortable – Petopia,Collar Width - 0.5 Inch,100,0,0,dogs,blue,nylon,comfort-padding; weather-resistant; adjustable; washable
Blue Nylon Dog Collar – Petopia,Animals & Pet Supplies > Pet Supplies > Pet Collars & Harnesses > Standard Collars,"Cool, calm, and durable — the Blue Nylon Dog Collar by Petopia is a must-have for active dogs. Crafted from flexible yet resilient nylon, it withstands pulling and tugging while keeping your pet comfortable. The color-fast material retains its vibrant blue tone, even after regular washing. Breathable and soft, it prevents skin irritation, and the adjustable design ensures a snug, safe fit. Ideal for energetic pets who love outdoor play.",https://drive.google.com/file/d/1MmtMInsFRoqgTXebXkB8vD9PXQm_xE9K/view?usp=drivesdk,,Blue Nylon Dog Collar | Stylish & Comfortable – Petopia,Collar Width - 0.5 Inch,100,1,0,dogs,blue,nylon,comfort-padding; weather-resistant; adjustable; washable
Black Nylon Dog Collar – Petopia,Animals & Pet Supplies > Pet Supplies > Pet Collars & Harnesses > Standard Collars,"A true classic, Petopia’s Black Nylon Dog Collar delivers unmatched strength and style. Crafted with heavy-duty woven nylon, it offers excellent resistance to wear and tear while staying soft on your pet’s skin. The smooth texture prevents matting and irritation, and its weatherproof design makes it ideal for all seasons. Finished with rust-resistant hardware, this collar blends durability with timeless elegance — perfect for everyday use or formal outings.",https://drive.google.com/file/d/1cOjNlfR_XopBS5uUKxal0XonJFQjDmdp/view?usp=drivesdk,,Black Nylon Dog Collar | Classic & Durable – Petopia,Collar Width - 0.5 Inch,100,1,0,dogs,,nylon,comfort-padding; weather-resistant; adjustable
Beige Nylon Dog Collar – Petopia,Animals & Pet Supplies > Pet Supplies > Pet Collars & Harnesses > Standard Collars,"Subtle elegance meets everyday comfort with Petopia’s Beige Nylon Dog Collar. Designed with strong, high-quality nylon webbing, it provides long-lasting use without sacrificing softness. The neutral beige shade complements every coat color, making it a timeless accessory for your furry friend. It’s lightweight, non-abrasive, and moisture-resistant — perfect for daily walks or outdoor adventures. With sturdy hardware and an easy-adjust buckle, this collar ensures both comfort and safety for your pet.",https://drive.google.com/file/d/1J-sp5qzxTJw2dJRMmYBfx5nsCpaXlzwl/view?usp=drivesdk,,Beige Nylon Dog Collar | Elegant & Comfortable – Petopia,Collar Width - 0.5 Inch,100,0,0,dogs,beige,nylon,comfort-padding; weather-resistant; adjustable
